Geo_Point,PTCAR_ID,TAF_TAP_code,Symbolic_name,Abbreviation_BTS_French_short,Abbreviation_BTS_Dutch_short,Abbreviation_BTS_French_complete,Abbreviation_BTS_Dutch_complete,Short_name_in_French,Short_name_in_Dutch,Middle_name_in_French,Middle_name_in_Dutch,Complete_name_in_French,Complete_name_in_Dutch,Classification_NL,Classification_EN,Classification_FR
"50.44273476303692, 3.82001577005146",1034,BE01034,FGH,ST-GHISLAIN,ST-GHISLAIN,SAINT-GHISLAIN,SAINT-GHISLAIN,St-Ghislain,St-Ghislain,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain,Station,Station,Gare
"50.16041579601375, 5.266796362727846",617,BE00617,LJ,ROCH-JEMELLE,ROCH-JEMELLE,ROCHEFORT-JEMELLE,ROCHEFORT-JEMELLE,Roch-Jemelle,Roch-Jemelle,Rochefort-Jemelle,Rochefort-Jemelle,Rochefort-Jemelle,Rochefort-Jemelle,Station,Station,Gare
"50.76701516164596, 4.35477080401788",578,BE00578,HOL,HOLLEKEN,HOLLEKEN,HOLLEKEN,HOLLEKEN,Holleken,Holleken,Holleken,Holleken,Holleken,Holleken,Station,Station,Gare
"50.40681073087938, 4.425009232044616",794,BE00794,FMI,MARCINELLE,MARCINELLE,MARCINELLE,MARCINELLE,Marcinelle,Marcinelle,Marcinelle,Marcinelle,Marcinelle,Marcinelle,Station,Station,Gare
"50.52961833648213, 5.572858884997966",375,BE00375,LSN,ESNEUX,ESNEUX,ESNEUX,ESNEUX,Esneux,Esneux,Esneux,Esneux,Esneux,Esneux,Station,Station,Gare
"51.34056680002598, 3.175833896873375",1722,BE01722,LZVHW,ZEEBR-VOORH,ZEEBR-VOORH,ZEEBRUGGE-VOORHAVEN-WEST,ZEEBRUGGE-VOORHAVEN-WEST,Zeebr-Voorh,Zeebr-Voorh,Zeebrugge-Voorh-West,Zeebrugge-Voorh-West,Zeebrugge-Voorhaven-West,Zeebrugge-Voorhaven-West,Station,Station,Gare
"50.96707102023961, 5.498086693350299",1670,BE01670,FKG,GENK,GENK,GENK,GENK,Genk,Genk,Genk,Genk,Genk,Genk,Station,Station,Gare
"49.6799712091417, 5.810609706149933",70,BE00070,LL,ARLON,ARLON,ARLON,ARLON,Arlon,Aarlen,Arlon,Aarlen,Arlon,Aarlen,Station,Station,Gare
"50.6946909072976, 5.248963056889978",1213,BE01213,FVR,WAREMME,WAREMME,WAREMME,WAREMME,Waremme,Borgworm,Waremme,Borgworm,Waremme,Borgworm,Station,Station,Gare
"50.85060234546347, 3.600671251771689",939,BE00939,FDN,OUDENAARDE,OUDENAARDE,OUDENAARDE,OUDENAARDE,Audenarde,Oudenaarde,Audenarde,Oudenaarde,Audenarde,Oudenaarde,Station,Station,Gare
"50.587801912897746, 5.854635277451281",1177,BE01177,GV,VERVIERS-C,VERVIERS-C,VERVIERS-CENTRAL,VERVIERS-CENTRAL,Verviers-C,Verviers-C,Verviers-Central,Verviers-Centraal,Verviers-Central,Verviers-Centraal,Station,Station,Gare
"50.604845229646386, 4.138162426856626",205,BE00205,FBC,BRAINE-LE-CT,BRAINE-LE-CT,BRAINE-LE-COMTE,BRAINE-LE-COMTE,Braine-le-Ct,s-Gravenbr,Braine-le-Comte,s-Gravenbrakel,Braine-le-Comte,s-Gravenbrakel,Station,Station,Gare
"51.129801845187075, 3.784443039005587",454,BE00454,FGRD,GENT-RODENH,GENT-RODENH,GENT-RODENHUIZE,GENT-RODENHUIZE,Gand-Rodenh,Gent-Rodenh,Gand-Rodenhuize,Gent-Rodenhuize,Gand-Rodenhuize,Gent-Rodenhuize,Station,Station,Gare
"50.8834385138491, 5.660523082938453",1296,BE01296,GLK,LANAKEN,LANAKEN,LANAKEN,LANAKEN,Lanaken,Lanaken,Lanaken,Lanaken,Lanaken,Lanaken,Station,Station,Gare
"50.42379396690787, 4.542815083514929",700,BE00700,FRC,CAMPINAIRE,CAMPINAIRE,LE CAMPINAIRE,LE CAMPINAIRE,Campinaire,Campinaire,Le Campinaire,Le Campinaire,Le Campinaire,Le Campinaire,Station,Station,Gare
"50.401324056742205, 4.986261757337726",1982,BE01982,MBS,BOIS DAUSSE,BOIS DAUSSE,BOIS DAUSSE,BOIS DAUSSE,Bois dAusse,Bois dAusse,Bois dAusse,Bois dAusse,Bois dAusse,Bois dAusse,Station,Station,Gare
"50.73833321108573, 3.225382514749662",868,BE00868,FMC,MOUSCRON,MOESKROEN,MOUSCRON,MOESKROEN,Mouscron,Moeskroen,Mouscron,Moeskroen,Mouscron,Moeskroen,Station,Station,Gare
"51.282976221112555, 4.364428107103281",62,BE00062,OORDE,OORDEREN,OORDEREN,ANTWERPEN-D.S.-OORDEREN,ANTWERPEN-D.S.-OORDEREN,Oorderen,Oorderen,Antw-DS-Oorderen,Antw-DS-Oorderen,Antwerpen-D.S.-Oorderen,Antwerpen-D.S.-Oorderen,Station,Station,Gare
"50.96357709427176, 5.188162889919749",117,BE00117,GSUS,SCHULEN-SAS,SCHULEN-SAS,SCHULEN-SAS,SCHULEN-SAS,Schulen-Sas,Schulen-Sas,Schulen-Sas,Schulen-Sas,Schulen-Sas,Schulen-Sas,Station,Station,Gare
"50.60049325778275, 4.335288481642557",911,BE00911,FNVT,NIVELLES,NIVELLES,NIVELLES,NIVELLES,Nivelles,Nijvel,Nivelles,Nijvel,Nivelles,Nijvel,Station,Station,Gare
"50.45443676894685, 3.942380575653974",848,BE00848,FMS,MONS,MONS,MONS,MONS,Mons,Bergen,Mons,Bergen,Mons,Bergen,Station,Station,Gare
"50.42627800045082, 4.391591995424399",845,BE00845,LNC,MONCEAU-FORM,MONCEAU-FORM,MONCEAU-FORMATION,MONCEAU-FORMATION,Monceau-Form,Monceau-Form,Monceau-Formation,Monceau-Formation,Monceau-Formation,Monceau-Formation,Station,Station,Gare
"50.86909906320353, 3.814701036136487",1274,BE01274,FZT,ZOTTEGEM,ZOTTEGEM,ZOTTEGEM,ZOTTEGEM,Zottegem,Zottegem,Zottegem,Zottegem,Zottegem,Zottegem,Station,Station,Gare
"50.41220705145477, 4.437641138170576",258,BE00258,FCRO,CHARL-OUEST,CHARL-OUEST,CHARLEROI-OUEST,CHARLEROI-OUEST,Charl-Ouest,Charl-West,Charleroi-Ouest,Charleroi-West,Charleroi-Ouest,Charleroi-West,Station,Station,Gare
"50.99003688908823, 3.328627110438443",1145,BE01145,FTT,TIELT,TIELT,TIELT,TIELT,Tielt,Tielt,Tielt,Tielt,Tielt,Tielt,Station,Station,Gare
"50.496828764021714, 5.095965480276991",25,BE00025,NDN,ANDENNE,ANDENNE,ANDENNE,ANDENNE,Andenne,Andenne,Andenne,Andenne,Andenne,Andenne,Station,Station,Gare
"51.02521217594557, 3.126819221090459",724,BE00724,FLC,LICHTERVELDE,LICHTERVELDE,LICHTERVELDE,LICHTERVELDE,Lichtervelde,Lichtervelde,Lichtervelde,Lichtervelde,Lichtervelde,Lichtervelde,Station,Station,Gare
"50.34148798163534, 3.90964048485251",982,BE00982,LQV,QUEVY,QUEVY,QUEVY,QUEVY,Quévy,Quévy,Quévy,Quévy,Quévy,Quévy,Station,Station,Gare
"50.55063041798885, 4.21873980705816",407,BE00407,LFLZB,FELUY-ZG-B,FELUY-ZG-B,FELUY-ZONING-FAISCEAU B,FELUY-ZONING-FAISCEAU B,Feluy-Zg-B,Feluy-Zg-B,Feluy-Zoning-Faisc.B,Feluy-Zoning-Faisc.B,Feluy-Zoning-Faisceau B,Feluy-Zoning-Faisceau B,Station,Station,Gare
"50.095337422317996, 4.525417234193296",798,BE00798,LMG,MARIEMBOURG,MARIEMBOURG,MARIEMBOURG,MARIEMBOURG,Mariembourg,Mariembourg,Mariembourg,Mariembourg,Mariembourg,Mariembourg,Station,Station,Gare
"51.009863920558466, 4.945833786795244",1134,BE01134,GTT,TESTELT,TESTELT,TESTELT,TESTELT,Testelt,Testelt,Testelt,Testelt,Testelt,Testelt,Station,Station,Gare
"51.32696479907593, 3.199722881829439",2096,BE02096,YSTBR,Y.STRAUBRUG,Y.STRAUBRUG,Y.STRAUSSBRUG,Y.STRAUSSBRUG,Y.Straubrug,Y.Straubrug,Y.Straussbrug,Y.Straussbrug,Y.Straussbrug,Y.Straussbrug,Vertakking,Junction,Bifurcation
"49.72742014792389, 5.539755333578618",786,BE00786,LMH,MARBEHAN,MARBEHAN,MARBEHAN,MARBEHAN,Marbehan,Marbehan,Marbehan,Marbehan,Marbehan,Marbehan,Station,Station,Gare
"50.32085000105735, 4.878760881633935",1255,BE01255,NV,YVOIR,YVOIR,YVOIR,YVOIR,Yvoir,Yvoir,Yvoir,Yvoir,Yvoir,Yvoir,Station,Station,Gare
"50.68475914121906, 4.375823445224943",203,BE00203,FBD,BRAINE-LALL,BRAINE-LALL,BRAINE-LALLEUD,BRAINE-LALLEUD,Braine-lAll,Eigenbrakel,Braine-lAlleud,Eigenbrakel,Braine-lAlleud,Eigenbrakel,Station,Station,Gare
"51.213211909116545, 2.965668026801826",930,BE00930,FSDM,OOSTENDE-ZEE,OOSTENDE-ZEE,OOSTENDE-ZEEHAVEN,OOSTENDE-ZEEHAVEN,Ostende-Mar,Oostende-Zee,Ostende-Maritime,Oostende-Zeehaven,Ostende-Maritime,Oostende-Zeehaven,Station,Station,Gare
"51.05672898565812, 3.740515250532578",449,BE00449,FGDM,GENT-DAMP,GENT-DAMP,GENT-DAMPOORT,GENT-DAMPOORT,Gand-Damp,Gent-Damp,Gand-Dampoort,Gent-Dampoort,Gand-Dampoort,Gent-Dampoort,Station,Station,Gare
"51.02295197940482, 4.101327011961012",319,BE00319,FDR,DENDERMONDE,DENDERMONDE,DENDERMONDE,DENDERMONDE,Termonde,Dendermonde,Termonde,Dendermonde,Termonde,Dendermonde,Station,Station,Gare
"50.64438317205998, 5.612535756247273",208,BE00208,FBX,BRESSOUX,BRESSOUX,BRESSOUX,BRESSOUX,Bressoux,Bressoux,Bressoux,Bressoux,Bressoux,Bressoux,Station,Station,Gare
"50.23801349191663, 4.905565624496428",34,BE00034,MNS,ANSEREMME,ANSEREMME,ANSEREMME,ANSEREMME,Anseremme,Anseremme,Anseremme,Anseremme,Anseremme,Anseremme,Station,Station,Gare
"50.8851221530907, 4.401352914979446",1035,BE01035,FSRBV,SCHAERBEEK-V,SCHAARBEEK-V,SCHAERBEEK-FAISCEAU V,SCHAARBEEK-BUNDEL V,Schaerbeek-V,Schaarbeek-V,Schaerbeek-Faisc. V,Schaarbeek-Bundel V,Schaerbeek-Faisceau V,Schaarbeek-Bundel V,Station,Station,Gare
"50.89242834863904, 3.425598318010879",1212,BE01212,FVG,WAREGEM,WAREGEM,WAREGEM,WAREGEM,Waregem,Waregem,Waregem,Waregem,Waregem,Waregem,Station,Station,Gare
"50.966262705636815, 4.61332976968172",493,BE00493,FAT,HAACHT,HAACHT,HAACHT,HAACHT,Haacht,Haacht,Haacht,Haacht,Haacht,Haacht,Stopplaats,Stop in open track,Point darrêt
"50.8916211692118, 4.071431566263247",318,BE00318,FDD,DENDERLEEUW,DENDERLEEUW,DENDERLEEUW,DENDERLEEUW,Denderleeuw,Denderleeuw,Denderleeuw,Denderleeuw,Denderleeuw,Denderleeuw,Station,Station,Gare
"50.410143155716874, 4.521411822417459",263,BE00263,FCL,CHATELET,CHATELET,CHATELET,CHATELET,Châtelet,Châtelet,Châtelet,Châtelet,Châtelet,Châtelet,Station,Station,Gare
"50.50595452031236, 3.665705919979845",169,BE00169,LLT,BLATON,BLATON,BLATON,BLATON,Blaton,Blaton,Blaton,Blaton,Blaton,Blaton,Station,Station,Gare
"51.21686203215482, 4.421083630148361",37,BE00037,FN,ANTWERPEN-C,ANTWERPEN-C,ANTWERPEN-CENTRAAL,ANTWERPEN-CENTRAAL,Anvers-C,Antwerpen-C,Anvers-Central,Antwerpen-Centraal,Anvers-Central,Antwerpen-Centraal,Station,Station,Gare
"50.4539791185686, 4.875468217784547",611,BE00611,NJ,JAMBES,JAMBES,JAMBES,JAMBES,Jambes,Jambes,Jambes,Jambes,Jambes,Jambes,Station,Station,Gare
"50.8213075585112, 4.390498719645379",380,BE00380,MTB,ETTERBEEK,ETTERBEEK,ETTERBEEK,ETTERBEEK,Etterbeek,Etterbeek,Etterbeek,Etterbeek,Etterbeek,Etterbeek,Station,Station,Gare
"51.06641691258512, 4.356072252457586",1245,BE01245,FWB,WILLEBROEK,WILLEBROEK,WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,Willebroek,Willebroek,Willebroek,Willebroek,Station,Station,Gare
"50.54352319565535, 4.010763312579896",902,BE00902,FFV,NEUFVILLES,NEUFVILLES,NEUFVILLES,NEUFVILLES,Neufvilles,Neufvilles,Neufvilles,Neufvilles,Neufvilles,Neufvilles,Stopplaats,Stop in open track,Point darrêt
"51.073554823780476, 4.709356991022758",541,BE00541,GHO,HEIST-BERG,HEIST-BERG,HEIST-OP-DEN-BERG,HEIST-OP-DEN-BERG,Heist-Berg,Heist-Berg,Heist-op-den-Berg,Heist-op-den-Berg,Heist-op-den-Berg,Heist-op-den-Berg,Station,Station,Gare
"50.62703018190257, 3.776393685861919",77,BE00077,ATH,ATH,ATH,ATH,ATH,Ath,Aat,Ath,Aat,Ath,Aat,Station,Station,Gare
"51.26232512845235, 4.343525751054314",95,BE00095,PETRO,PETROL,PETROL,ANTWERPEN-D.S.-PETROL,ANTWERPEN-D.S.-PETROL,Petrol,Petrol,Antw-DS-Petrol,Antw-DS-Petrol,Antwerpen-D.S.-Petrol,Antwerpen-D.S.-Petrol,Station,Station,Gare
"50.21080405501195, 4.964650876926353",442,BE00442,MGN,GENDRON-CELL,GENDRON-CELL,GENDRON-CELLES,GENDRON-CELLES,Gendron-Cell,Gendron-Cell,Gendron-Celles,Gendron-Celles,Gendron-Celles,Gendron-Celles,Station,Station,Gare
"50.93732286793493, 5.473772723963243",445,BE00445,FKGR1,GENK-ZRO-231,GENK-ZRO-231,GENK-ZUID-R.O.-L231,GENK-ZUID-R.O.-L231,Genk-ZRO-231,Genk-ZRO-231,Genk-Zuid-R.O.-L231,Genk-Zuid-R.O.-L231,Genk-Zuid-R.O.-L231,Genk-Zuid-R.O.-L231,Verbinding,Connection,Raccordement
"51.26487039683769, 4.366778150991911",1671,BE01671,KONGO,KONGO,KONGO,ANTWERPEN-D.S.-KONGO,ANTWERPEN-D.S.-KONGO,Kongo,Kongo,Antw-DS-Kongo,Antw-DS-Kongo,Antwerpen-D.S.-Kongo,Antwerpen-D.S.-Kongo,Station,Station,Gare
"50.59092927690511, 5.865284693550655",1180,BE01180,GVO,VERVIERS-PAL,VERVIERS-PAL,VERVIERS-PALAIS,VERVIERS-PALAIS,Verviers-Pal,Verviers-Pal,Verviers-Palais,Verviers-Paleis,Verviers-Palais,Verviers-Paleis,Stopplaats,Stop in open track,Point darrêt
"50.18945222346999, 5.953995904124524",477,BE00477,FVY,GOUVY,GOUVY,GOUVY,GOUVY,Gouvy,Gouvy,Gouvy,Gouvy,Gouvy,Gouvy,Station,Station,Gare
"50.25862330620038, 4.435775728492839",1207,BE01207,LWC,WALCOURT,WALCOURT,WALCOURT,WALCOURT,Walcourt,Walcourt,Walcourt,Walcourt,Walcourt,Walcourt,Station,Station,Gare
"51.323270000207955, 4.938189995320892",1161,BE01161,FTR,TURNHOUT,TURNHOUT,TURNHOUT,TURNHOUT,Turnhout,Turnhout,Turnhout,Turnhout,Turnhout,Turnhout,Station,Station,Gare
"50.60835327179395, 5.614856781324154",266,BE00266,FCH,CHENEE,CHENEE,CHENEE,CHENEE,Chênée,Chênée,Chênée,Chênée,Chênée,Chênée,Station,Station,Gare
"51.24610100030596, 5.541909995101336",1368,BE01368,GHA,HAMONT,HAMONT,HAMONT,HAMONT,Hamont,Hamont,Hamont,Hamont,Hamont,Hamont,Station,Station,Gare
"50.691692204058214, 4.205811476492253",1160,BE01160,FTZ,TUBIZE,TUBIZE,TUBIZE,TUBIZE,Tubize,Tubeke,Tubize,Tubeke,Tubize,Tubeke,Station,Station,Gare
"51.0031261630312, 3.921433078084123",1058,BE01058,FCB,SCHELLEBELLE,SCHELLEBELLE,SCHELLEBELLE,SCHELLEBELLE,Schellebelle,Schellebelle,Schellebelle,Schellebelle,Schellebelle,Schellebelle,Station,Station,Gare
"50.50617164615918, 4.234752477101597",784,BE00784,FMN,MANAGE,MANAGE,MANAGE,MANAGE,Manage,Manage,Manage,Manage,Manage,Manage,Station,Station,Gare
"50.43208242350686, 4.608866937373713",1125,BE01125,FTM,TAMINES,TAMINES,TAMINES,TAMINES,Tamines,Tamines,Tamines,Tamines,Tamines,Tamines,Station,Station,Gare
"50.924143596819164, 4.432813750440927",1192,BE01192,FVV,VILVOORDE,VILVOORDE,VILVOORDE,VILVOORDE,Vilvorde,Vilvoorde,Vilvorde,Vilvoorde,Vilvorde,Vilvoorde,Station,Station,Gare
"51.00941362622565, 4.296896134000722",751,BE00751,FZL,LONDERZEEL,LONDERZEEL,LONDERZEEL,LONDERZEEL,Londerzeel,Londerzeel,Londerzeel,Londerzeel,Londerzeel,Londerzeel,Station,Station,Gare
"51.17662337623689, 4.159519894682492",1089,BE01089,FSNO,ST-NIKLAAS-O,ST-NIKLAAS-O,SINT-NIKLAAS-OOST,SINT-NIKLAAS-OOST,St-Niklaas-O,St-Niklaas-O,Sint-Niklaas-Oost,Sint-Niklaas-Oost,Sint-Niklaas-Oost,Sint-Niklaas-Oost,Station,Station,Gare
"51.117330659045955, 5.257878773158076",708,BE00708,LBG,LEOPOLDSBURG,LEOPOLDSBURG,LEOPOLDSBURG,LEOPOLDSBURG,Bourg-Léop,Leopoldsburg,Bourg-Léopold,Leopoldsburg,Bourg-Léopold,Leopoldsburg,Station,Station,Gare
"51.33407100013429, 4.329299995533517",97,BE00097,ZANDV,ZANDVLIET,ZANDVLIET,ANTWERPEN-D.S.-ZANDVLIET,ANTWERPEN-D.S.-ZANDVLIET,Zandvliet,Zandvliet,Antw-DS-Zandvliet,Antw-DS-Zandvliet,Antwerpen-D.S.-Zandvliet,Antwerpen-D.S.-Zandvliet,Station,Station,Gare
"49.98409071329614, 4.978167749034659",435,BE00435,MG,GEDINNE,GEDINNE,GEDINNE,GEDINNE,Gedinne,Gedinne,Gedinne,Gedinne,Gedinne,Gedinne,Stopplaats,Stop in open track,Point darrêt
"50.7478945451352, 5.079627434938354",684,BE00684,FLD,LANDEN,LANDEN,LANDEN,LANDEN,Landen,Landen,Landen,Landen,Landen,Landen,Station,Station,Gare
"50.886400234543814, 5.2917494451345",19,BE00019,FAK,ALKEN,ALKEN,ALKEN,ALKEN,Alken,Alken,Alken,Alken,Alken,Alken,Station,Station,Gare
"50.99691903428599, 4.539598190487695",1546,BE01546,YHEVR,Y.HEVER,Y.HEVER,Y.HEVER,Y.HEVER,Y.Hever,Y.Hever,Y.Hever,Y.Hever,Y.Hever,Y.Hever,Vertakking,Junction,Bifurcation
"51.30135382265012, 4.339173061520607",1556,BE01556,YOLIL,Y.O.LILLO,Y.O.LILLO,Y.OOST DRIEHOEK LILLO,Y.OOST DRIEHOEK LILLO,Y.O.Lillo,Y.O.Lillo,Y.Oost Dr.Lillo,Y.Oost Dr.Lillo,Y.Oost Driehoek Lillo,Y.Oost Driehoek Lillo,Vertakking,Junction,Bifurcation
"50.758818066818044, 5.703042281799726",1196,BE01196,FVSFR,VISE-FR,VISE-FR,VISE-FRONTIERE,VISE-FRONTIERE,Visé-Fr,Visé-Fr,Visé-Frontière,Visé-Frontière,Visé-Frontière,Visé-Frontière,Netgrens,8,Frontière du réseau
"51.00100853914041, 4.832729356636424",1583,BE01583,YRSTN,Y.N.AARSCHOT,Y.N.AARSCHOT,Y.NOORD DRIEHOEK AARSCHOT,Y.NOORD DRIEHOEK AARSCHOT,Y.N.Aarschot,Y.N.Aarschot,Y.Noord Dr.Aarschot,Y.Noord Dr.Aarschot,Y.Noord Driehoek Aarschot,Y.Noord Driehoek Aarschot,Vertakking,Junction,Bifurcation
"51.201484436463566, 4.430169469411635",1584,BE01584,YFCVN,Y.N.BERCHEM,Y.N.BERCHEM,Y.NOORD BERCHEM,Y.NOORD BERCHEM,Y.N.Berchem,Y.N.Berchem,Y.Noord Berchem,Y.Noord Berchem,Y.Noord Berchem,Y.Noord Berchem,Vertakking,Junction,Bifurcation
"51.03106978337492, 3.754409648649987",1588,BE01588,YLBGN,Y.N.LEDEBERG,Y.N.LEDEBERG,Y.NOORD DRIEHOEK LEDEBERG,Y.NOORD DRIEHOEK LEDEBERG,Y.N.Ledeberg,Y.N.Ledeberg,Y.Noord Dr.Ledeberg,Y.Noord Dr.Ledeberg,Y.Noord Driehoek Ledeberg,Y.Noord Driehoek Ledeberg,Vertakking,Junction,Bifurcation
"50.88350886893047, 4.481587510383543",1641,BE01641,YFZA,Y.ZAVENTEM,Y.ZAVENTEM,Y.ZAVENTEM,Y.ZAVENTEM,Y.Zaventem,Y.Zaventem,Y.Zaventem,Y.Zaventem,Y.Zaventem,Y.Zaventem,Vertakking,Junction,Bifurcation
"50.513877108383845, 5.160698724275961",614,BE00614,NJV,JAVA,JAVA,JAVA,JAVA,Java,Java,Java,Java,Java,Java,Station,Station,Gare
"50.78417812102581, 5.473981817206647",1151,BE01151,FTG,TONGEREN,TONGEREN,TONGEREN,TONGEREN,Tongres,Tongeren,Tongres,Tongeren,Tongres,Tongeren,Station,Station,Gare
"51.291129872951025, 4.376519736972026",2183,BE02183,FNDTP,FND-TPER.B.9,FND-TPER.B.9,ANTWERPEN-ND-TEMP-PERRON-B.9.,ANTWERPEN-ND-TEMP-PERRON-B.9.,FND-TPer.B.9,FND-TPer.B.9,Antw-Nd-Temp-Per-B.9,Antw-Nd-Temp-Per-B.9,Antwerpen-Nd-Temp-Perron-B.9.,Antwerpen-Nd-Temp-Perron-B.9.,Diensthalte,Service stop,Point darrêt de service
"51.12599042955858, 3.780213252424031",2109,BE02109,YFGRD,Y.RODENHUIZE,Y.RODENHUIZE,Y.RODENHUIZE,Y.RODENHUIZE,Y.Rodenhuize,Y.Rodenhuize,Y.Rodenhuize,Y.Rodenhuize,Y.Rodenhuize,Y.Rodenhuize,Vertakking,Junction,Bifurcation
"51.30588400013982, 4.294961995542721",1747,BE01747,VEVKA,V.EVONIK,V.EVONIK,VERB.EVONIK DEGUSSA ANTWERPEN,VERB.EVONIK DEGUSSA ANTWERPEN,V.Evonik,V.Evonik,Verb.Evonik Degussa,Verb.Evonik Degussa,Verb.Evonik Degussa Antwerpen,Verb.Evonik Degussa Antwerpen,Verbinding,Connection,Raccordement
"51.30932185628123, 4.289292995788475",1757,BE01757,VMNST,V.MONSANTO,V.MONSANTO,VERB.MONSANTO,VERB.MONSANTO,V.Monsanto,V.Monsanto,Verb.Monsanto,Verb.Monsanto,Verb.Monsanto,Verb.Monsanto,Verbinding,Connection,Raccordement
"51.316613000135405, 4.28757599554628",1762,BE01762,VVTA,V.VESTA TERM,V.VESTA TERM,VERB.VESTA TERMINAL ANTWERP,VERB.VESTA TERMINAL ANTWERP,V.Vesta Term,V.Vesta Term,Verb.Vesta Terminal,Verb.Vesta Terminal,Verb.Vesta Terminal Antwerp,Verb.Vesta Terminal Antwerp,Verbinding,Connection,Raccordement
"50.41817472724548, 4.533684811311473",265,BE00265,FCLCW,CHATELET-CW,CHATELET-CW,CHATELET-CARWASH,CHATELET-CARWASH,Châtelet-Cw,Châtelet-Cw,Châtelet-Carwash,Châtelet-Carwash,Châtelet-Carwash,Châtelet-Carwash,Dienstinstallatie,Service installation,Installation de service
"50.41133112651595, 4.522441728411646",1978,BE01978,FCLGS,CHATELET-GAS,CHATELET-GAS,CHATELET-GASOIL,CHATELET-GASOIL,Châtelet-Gas,Châtelet-Gas,Châtelet-Gasoil,Châtelet-Gasoil,Châtelet-Gasoil,Châtelet-Gasoil,Dienstinstallatie,Service installation,Installation de service
"51.298807040206924, 4.370846019585688",511,BE00511,FNDMH,ANTW-ND-P.MH,ANTW-ND-P.MH,ANTWERPEN-NOORD-PERRON MAINHUB,ANTWERPEN-NOORD-PERRON MAINHUB,Antw-Nd-P.MH,Antw-Nd-P.MH,Antw-Nd-Per. MainHub,Antw-Nd-Per. MainHub,Antwerpen-Noord-Perron MainHub,Antwerpen-Noord-Perron MainHub,Diensthalte,Service stop,Point darrêt de service
"49.69105337000143, 5.767483909086656",1108,BE01108,MKMR,STOCKEM-RACC,STOCKEM-RACC,STOCKEM-RACCORDEMENTS,STOCKEM-RACCORDEMENTS,Stockem-Racc,Stockem-Racc,Stockem-Racc.,Stockem-Racc.,Stockem-Raccordements,Stockem-Raccordements,Station,Station,Gare
"50.890499741477704, 4.715213729230507",2148,BE02148,FLVI,LEUVEN-I,LEUVEN-I,LEUVEN-BUNDEL I,LEUVEN-BUNDEL I,Leuven-I,Leuven-I,Leuven-Bundel I,Leuven-Bundel I,Leuven-Bundel I,Leuven-Bundel I,Station,Station,Gare
"50.93628646908128, 5.312734044179866",2112,BE02112,FHSE,HASSELT-E,HASSELT-E,HASSELT-BUNDEL E,HASSELT-BUNDEL E,Hasselt-E,Hasselt-E,Hasselt-Bundel E,Hasselt-Bundel E,Hasselt-Bundel E,Hasselt-Bundel E,Station,Station,Gare
"50.60783950306745, 5.605914160306348",2129,BE02129,MGRL,ANGLEUR-CLI,ANGLEUR-CLI,ANGLEUR-C.L.I.,ANGLEUR-C.L.I.,Angleur-CLI,Angleur-CLI,Angleur-C.L.I.,Angleur-C.L.I.,Angleur-C.L.I.,Angleur-C.L.I.,Dienstinstallatie,Service installation,Installation de service
"51.01712198055023, 4.488365222468087",816,BE00816,FMW,MECHELEN-CW,MECHELEN-CW,MECHELEN-C.W.,MECHELEN-C.W.,Mechelen-CW,Mechelen-CW,Mechelen-C.W.,Mechelen-C.W.,Mechelen-C.W.,Mechelen-C.W.,Dienstinstallatie,Service installation,Installation de service
"51.222878000184586, 4.443561995483504",76,BE00076,FNZCH,ANT-SCH-CARW,ANT-SCH-CARW,ANTWERPEN-SCHIJNPOORT-CARWASH,ANTWERPEN-SCHIJNPOORT-CARWASH,Ant-Sch-Carw,Ant-Sch-Carw,Antw-Schijnp-Carwash,Antw-Schijnp-Carwash,Antwerpen-Schijnpoort-Carwash,Antwerpen-Schijnpoort-Carwash,Dienstinstallatie,Service installation,Installation de service
"50.609179218024856, 5.574880845226494",640,BE00640,NKAO,OR.L125L/2-3,OR.L125L/2-3,ORIGINE.L125L/2-3,ORIGINE.L125L/2-3,Or.L125L/2-3,Or.L125L/2-3,Origine.L125L/2-3,Origine.L125L/2-3,Origine.L125L/2-3,Origine.L125L/2-3,Dienstinstallatie,Service installation,Installation de service
"50.936904797713844, 5.309750444353818",340,BE00340,FHSL,HASSELT-LCI,HASSELT-LCI,HASSELT-L.C.I.,HASSELT-L.C.I.,Hasselt-LCI,Hasselt-LCI,Hasselt-L.C.I.,Hasselt-L.C.I.,Hasselt-L.C.I.,Hasselt-L.C.I.,Dienstinstallatie,Service installation,Installation de service
"50.81790861597314, 3.249461735099449",1690,BE01690,LKOP,KORTRIJK-TOP,KORTRIJK-TOP,KORTRIJK-T.O.P.,KORTRIJK-T.O.P.,Kortrijk-TOP,Kortrijk-TOP,Kortrijk-T.O.P.,Kortrijk-T.O.P.,Kortrijk-T.O.P.,Kortrijk-T.O.P.,Dienstinstallatie,Service installation,Installation de service
"50.81639869434144, 4.314103145237519",429,BE00429,FOCW,FOREST-CARW,VORST-CARW,FOREST-CARWASH,VORST-CARWASH,Forest-Carw,Vorst-Carw,Forest-Carwash,Vorst-Carwash,Forest-Carwash,Vorst-Carwash,Dienstinstallatie,Service installation,Installation de service
